3.0034900554444265E-06,1,5.52,0.72
3.0034900554444265E-06,1,5.52,1
9.010470166333279E-04,1,1.33,5
9.010470166333279E-04,1,1.33,7.74
9.010470166333279E-04,1,1.33,11.99
