1.216173057058689525E-05,1,5.52,0.72
1.216173057058689525E-05,1,5.52,1
3.819167753697306437E-03,1,1.33,5
3.819167753697306437E-03,1,1.33,10.1
3.819167753697306437E-03,1,1.33,15.2
